Probe	Ensembl	chromosome_name
SORT1_IL2427007	ENSG00000134243	1
WNT2B_IL2352169	ENSG00000134245	1
PTGFRN_IL2353717	ENSG00000134247	1
NOTCH2_IL2431112	ENSG00000134250	1
TRIM45_IL2430126	ENSG00000134253	1
CEPT1_IL2351632	ENSG00000134255	1
CD101_IL2353749	ENSG00000134256	1
AP4B1_IL2428855	ENSG00000134262	1
NAPG_IL3778823	ENSG00000134265	18
SPIRE1_IL3799461	ENSG00000134278	18
PPHLN1_IL3412008	ENSG00000134283	12
FKBP11_IL3453405	ENSG00000134285	12
ARF3_IL3453370	ENSG00000134287	12
TMEM106C_IL3413278	ENSG00000134291	12
SLC38A2_IL3452323	ENSG00000134294	12
YWHAQ_IL2539869	ENSG00000134308	2
ROCK2_IL2540477	ENSG00000134318	2
RSAD2_IL2468351	ENSG00000134321	2
MYCNOS_IL2541523	ENSG00000134323	2
LPIN1_IL2469910	ENSG00000134324	2
CMPK2_IL2539125	ENSG00000134326	2
LDHA_IL3322775	ENSG00000134333	11
IL6ST_IL2857416	ENSG00000134352	5
FST_IL2809399	ENSG00000134363	5
NAV1_IL2374746	ENSG00000134369	1
CDC73_IL2372967	ENSG00000134371	1
TIMM17A_IL2374956	ENSG00000134375	1
RPS15A_IL3683018	ENSG00000134419	16
NARS_IL3809671	ENSG00000134440	18
KIAA1468_IL3791168	ENSG00000134444	18
FBXO18_IL3233431	ENSG00000134452	10
RBM17_IL3233547	ENSG00000134453	10
IL2RA_IL3275729	ENSG00000134460	10
ANKRD16_IL3275611	ENSG00000134461	10
ECHDC3_IL3235255	ENSG00000134463	10
IL15RA_IL3275690	ENSG00000134470	10
CCNH_IL2865860	ENSG00000134480	5
HRH4_IL3782195	ENSG00000134489	18
KCTD1_IL3802254	ENSG00000134504	18
CABLES1_IL3781531	ENSG00000134508	18
DOCK2_IL2840036	ENSG00000134516	5
EMP1_IL3405748	ENSG00000134531	12
SOX5_IL3447348	ENSG00000134532	12
KLRD1_IL3404660	ENSG00000134539	12
KLRC2_IL3444117	ENSG00000134545	12
MYBPC3_IL3372129	ENSG00000134571	11
DDB2_IL3329649	ENSG00000134574	11
ACP2_IL3372097	ENSG00000134575	11
PIWIL4_IL3345157	ENSG00000134627	11
PUM1_IL2404254	ENSG00000134644	1
SPOCD1_IL2404766	ENSG00000134668	1
YARS_IL2405192	ENSG00000134684	1
PHC2_IL2405469	ENSG00000134686	1
CDCA8_IL2330773	ENSG00000134690	1
GNL2_IL2407191	ENSG00000134697	1
HOOK1_IL2338625	ENSG00000134709	1
CYP2J2_IL2415266	ENSG00000134716	1
BTF3L4_IL2336271	ENSG00000134717	1
ZCCHC11_IL2412834	ENSG00000134744	1
PRPF38A_IL2336383	ENSG00000134748	1
DSC2_IL3802980	ENSG00000134755	18
RNF138_IL3783749	ENSG00000134758	18
ELP2_IL3784727	ENSG00000134759	18
DSC1_IL3803020	ENSG00000134765	18
DTNA_IL3784208	ENSG00000134769	18
DAGLA_IL3333116	ENSG00000134780	11
SLC43A3_IL3373845	ENSG00000134802	11
TIMM10_IL3373946	ENSG00000134809	11
GIF_IL3374874	ENSG00000134812	11
DHX34_IL3837276	ENSG00000134815	19
FADS2_IL3333247	ENSG00000134824	11
TCN1_IL3374890	ENSG00000134827	11
TMEM165_IL2727793	ENSG00000134851	4
CLOCK_IL2769947	ENSG00000134852	4
COL4A2_IL3501219	ENSG00000134871	13
CLDN10_IL3497195	ENSG00000134873	13
UBAC2_IL3498315	ENSG00000134882	13
ARGLU1_IL3524618	ENSG00000134884	13
BIVM_IL3499585	ENSG00000134897	13
ERCC5_IL3499632	ENSG00000134899	13
TPP2_IL3499453	ENSG00000134900	13
CARS2_IL3525538	ENSG00000134905	13
ARHGAP32_IL3397877	ENSG00000134909	11
STT3A_IL3354764	ENSG00000134910	11
ADAMTS8_IL3398328	ENSG00000134917	11
ETS1_IL3397589	ENSG00000134954	11
SLC37A2_IL3354443	ENSG00000134955	11
KLB_IL2724308	ENSG00000134962	4
TMED7-TICAM2_IL2871821	ENSG00000134970	5
APC_IL2824198	ENSG00000134982	5
WDR36_IL2823820	ENSG00000134987	5
OSTF1_IL3175119	ENSG00000134996	9
RFK_IL3210457	ENSG00000135002	9
UBQLN1_IL3212143	ENSG00000135018	9
NAA35_IL3177563	ENSG00000135040	9
C9orf40_IL3210108	ENSG00000135045	9
ANXA1_IL3174816	ENSG00000135046	9
TMEM2_IL3209384	ENSG00000135048	9
AGTPBP1_IL3212728	ENSG00000135049	9
GOLM1_IL3212848	ENSG00000135052	9
PSAT1_IL3175971	ENSG00000135069	9
ISCA1_IL3212919	ENSG00000135070	9
ADAM19_IL2883440	ENSG00000135074	5
HAVCR2_IL2883349	ENSG00000135077	5
CCNJL_IL2884578	ENSG00000135083	5
TAOK3_IL3473802	ENSG00000135090	12
USP30_IL3430894	ENSG00000135093	12
SDS_IL3472366	ENSG00000135094	12
C12orf43_IL3474815	ENSG00000135100	12
FBXO21_IL3473480	ENSG00000135108	12
OASL_IL3474831	ENSG00000135114	12
HRK_IL3473378	ENSG00000135116	12
RNFT2_IL3433538	ENSG00000135119	12
P2RX4_IL3434760	ENSG00000135124	12
CCDC64_IL3434193	ENSG00000135127	12
DTX1_IL3432556	ENSG00000135144	12
TRAFD1_IL3432267	ENSG00000135148	12
DMTF1_IL3011250	ENSG00000135164	7
CCDC146_IL3009838	ENSG00000135205	7
CD36_IL3010503	ENSG00000135218	7
PNPLA8_IL3067592	ENSG00000135241	7
RINT1_IL3017795	ENSG00000135249	7
SRPK2_IL3066297	ENSG00000135250	7
KCP_IL3071878	ENSG00000135253	7
TES_IL3020192	ENSG00000135269	7
MDFIC_IL3019981	ENSG00000135272	7
MTO1_IL2913594	ENSG00000135297	6
ANKRD6_IL2916825	ENSG00000135299	6
KHDC1L_IL2960774	ENSG00000135314	6
SYNCRIP_IL2963407	ENSG00000135316	6
SNX14_IL2963313	ENSG00000135317	6
NT5E_IL2915828	ENSG00000135318	6
AKIRIN2_IL2963784	ENSG00000135334	6
MAP3K7_IL2964771	ENSG00000135341	6
PRR5L_IL3327057	ENSG00000135362	11
LMO2_IL3368814	ENSG00000135363	11
PHF21A_IL3371339	ENSG00000135365	11
NAT10_IL3326252	ENSG00000135372	11
CAPRIN1_IL3326183	ENSG00000135387	11
ATP5G2_IL3456313	ENSG00000135390	12
DNAJC14_IL3457201	ENSG00000135392	12
CD63_IL3457160	ENSG00000135404	12
AVIL_IL3458857	ENSG00000135407	12
GDF11_IL3416943	ENSG00000135414	12
GLS2_IL3457891	ENSG00000135423	12
ITGA7_IL3457101	ENSG00000135424	12
FAM186B_IL3453969	ENSG00000135436	12
AGAP2_IL3458735	ENSG00000135439	12
BLOC1S1_IL3416909	ENSG00000135441	12
TROAP_IL3413875	ENSG00000135451	12
CDK4_IL3458783	ENSG00000135452	12
TFCP2_IL3454680	ENSG00000135457	12
COQ10A_IL3417531	ENSG00000135469	12
FAIM2_IL3454157	ENSG00000135472	12
PAN2_IL3457696	ENSG00000135473	12
ESPL1_IL3415857	ENSG00000135476	12
KRT7_IL3415320	ENSG00000135480	12
ZC3H10_IL3417356	ENSG00000135482	12
SRR_IL3706219	ENSG00000135486	12
ACVR1B_IL3415148	ENSG00000135503	12
OS9_IL3418436	ENSG00000135506	12
KCNH3_IL3414029	ENSG00000135519	12
LTV1_IL2929036	ENSG00000135521	6
MAP7_IL2975741	ENSG00000135525	6
LACE1_IL2920377	ENSG00000135537	6
AHI1_IL2975385	ENSG00000135541	6
HEY2_IL2924492	ENSG00000135547	6
SMPD2_IL2920906	ENSG00000135587	6
REPS1_IL2976626	ENSG00000135597	6
STX11_IL2929127	ENSG00000135604	6
TEC_IL2768396	ENSG00000135605	4
SEMA4F_IL2489470	ENSG00000135622	2
CCT7_IL2488732	ENSG00000135624	2
RAB11FIP5_IL2559449	ENSG00000135631	2
SMYD5_IL2488680	ENSG00000135632	2
DYSF_IL2488252	ENSG00000135636	2
CCDC142_IL2560149	ENSG00000135637	2
KCNMB4_IL3421985	ENSG00000135643	12
USP15_IL3419147	ENSG00000135655	12
GNS_IL3460127	ENSG00000135677	12
CPM_IL3461341	ENSG00000135678	12
MDM2_IL3421300	ENSG00000135679	12
KLHL36_IL3671850	ENSG00000135686	16
MPHOSPH6_IL3701837	ENSG00000135698	16
KIAA0513_IL3672059	ENSG00000135709	16
DYNC1LI2_IL3695199	ENSG00000135720	16
FBXL8_IL3665215	ENSG00000135722	16
FHOD1_IL3695541	ENSG00000135723	16
CCDC102A_IL3693240	ENSG00000135736	16
SLC9A5_IL3665374	ENSG00000135740	16
ZNF670_IL2465493	ENSG00000135747	1
PCNXL2_IL2461037	ENSG00000135749	1
URB2_IL2384705	ENSG00000135763	1
COG2_IL2384956	ENSG00000135775	1
ABCB10_IL2459924	ENSG00000135776	1
TAF5L_IL2459971	ENSG00000135801	1
GLUL_IL2447066	ENSG00000135821	1
STX6_IL2446567	ENSG00000135823	1
RNASEL_IL2447124	ENSG00000135828	1
DHX9_IL2370991	ENSG00000135829	1
CEP350_IL2369843	ENSG00000135837	1
NPL_IL2370926	ENSG00000135838	1
FAM129A_IL2447877	ENSG00000135842	1
LAMC1_IL2371065	ENSG00000135862	1
GPR55_IL2603320	ENSG00000135898	2
SP110_IL2603051	ENSG00000135899	2
MRPL44_IL2529782	ENSG00000135900	2
TTLL4_IL2528020	ENSG00000135912	2
USP37_IL2599433	ENSG00000135913	2
ITM2C_IL2531589	ENSG00000135916	2
SERPINE2_IL2601414	ENSG00000135919	2
DNAJB2_IL2528426	ENSG00000135924	2
WNT10A_IL2528159	ENSG00000135925	2
TMBIM1_IL2599371	ENSG00000135926	2
CYP27A1_IL2528093	ENSG00000135929	2
EIF4E2_IL2532422	ENSG00000135930	2
RPS28_IL2531779	ENSG00000135931	2
CAB39_IL2531522	ENSG00000135932	2
COX5B_IL2495121	ENSG00000135940	2
EIF5B_IL2495881	ENSG00000135945	2
TSGA10_IL2566586	ENSG00000135951	2
MFSD9_IL2568021	ENSG00000135953	2
TMEM127_IL2565246	ENSG00000135956	2
EDAR_IL2569649	ENSG00000135960	2
TGFBRAP1_IL2568630	ENSG00000135966	2
GCC2_IL2498977	ENSG00000135968	2
MRPS9_IL2497892	ENSG00000135972	2
C2orf49_IL2498046	ENSG00000135974	2
EPC2_IL2509832	ENSG00000135999	2
ARHGEF4_IL2505833	ENSG00000136002	2
ISCU_IL3430776	ENSG00000136003	12
STAB2_IL3429159	ENSG00000136011	12
SCYL2_IL3428131	ENSG00000136021	12
CKAP4_IL3469687	ENSG00000136026	12
PLXNC1_IL3426502	ENSG00000136040	12
APPL2_IL3469319	ENSG00000136044	12
PWP1_IL3430552	ENSG00000136045	12
DRAM1_IL3428783	ENSG00000136048	12
KIAA1033_IL3429754	ENSG00000136051	12
SLC41A2_IL3469180	ENSG00000136052	12
VILL_IL2617433	ENSG00000136059	3
FLNB_IL2625907	ENSG00000136068	3
NEK3_IL3514849	ENSG00000136098	13
PCDH8_IL3515109	ENSG00000136099	13
VPS36_IL3515009	ENSG00000136100	13
RNASEH2B_IL3489957	ENSG00000136104	13
CKAP2_IL3490655	ENSG00000136108	13
TBC1D4_IL3518086	ENSG00000136111	13
THSD1_IL3514879	ENSG00000136114	13
ESD_IL3513096	ENSG00000136141	13
SUCLA2_IL3513293	ENSG00000136143	13
RCBTB1_IL3513794	ENSG00000136144	13
MED4_IL3513395	ENSG00000136146	13
PHF11_IL3489481	ENSG00000136147	13
COG3_IL3488253	ENSG00000136152	13
LMO7_IL3494137	ENSG00000136153	13
ITM2B_IL3488985	ENSG00000136156	13
SPRY2_IL3519309	ENSG00000136158	13
NUDT15_IL3488942	ENSG00000136159	13
RCBTB2_IL3513549	ENSG00000136161	13
LCP1_IL3512874	ENSG00000136167	13
SETDB2_IL3489418	ENSG00000136169	13
SCRN1_IL3043895	ENSG00000136193	7
C7orf25_IL3047953	ENSG00000136197	7
TNS3_IL3049522	ENSG00000136205	7
SPDYE1_IL2999676	ENSG00000136206	7
CHST12_IL2987523	ENSG00000136213	7
IGF2BP3_IL3041409	ENSG00000136231	7
GPNMB_IL2992814	ENSG00000136235	7
RAPGEF5_IL3040967	ENSG00000136237	7
DKK2_IL2780907	ENSG00000136238	7
KDELR2_IL3037385	ENSG00000136240	7
NUPL2_IL2992766	ENSG00000136243	7
IL6_IL2992576	ENSG00000136244	7
ZDHHC4_IL2989112	ENSG00000136247	7
AOAH_IL3046062	ENSG00000136250	7
BZW2_IL2991103	ENSG00000136261	7
TBRG4_IL3049025	ENSG00000136270	7
DDX56_IL3048749	ENSG00000136271	7
HUS1_IL3049840	ENSG00000136273	7
DBNL_IL2999710	ENSG00000136279	7
CCM2_IL3000167	ENSG00000136280	7
TTYH3_IL2987632	ENSG00000136295	7
TTC5_IL3555272	ENSG00000136319	14
MTHFS_IL3635125	ENSG00000136371	15
IREB2_IL3603336	ENSG00000136381	15
ALPK3_IL3605884	ENSG00000136383	15
TM6SF1_IL3605268	ENSG00000136404	15
CIB2_IL3634509	ENSG00000136425	15
CALCOCO2_IL3725392	ENSG00000136436	17
RSAD1_IL3726465	ENSG00000136444	17
MYCBPAP_IL3726498	ENSG00000136449	17
SRSF1_IL3764103	ENSG00000136450	17
VEZF1_IL3764066	ENSG00000136451	17
TACO1_IL3730784	ENSG00000136463	17
TEX2_IL3766716	ENSG00000136478	17
DCAF7_IL3730731	ENSG00000136485	17
LIMD2_IL3766269	ENSG00000136490	17
BRIP1_IL3765580	ENSG00000136492	17
RTP4_IL2657025	ENSG00000136514	3
MRPL47_IL2706985	ENSG00000136518	3
NDUFB5_IL2654069	ENSG00000136521	3
TRA2B_IL2709062	ENSG00000136527	3
MARCH7_IL2512330	ENSG00000136536	2
GALNT5_IL2511603	ENSG00000136541	2
TANK_IL2512601	ENSG00000136560	2
BLK_IL3085990	ENSG00000136573	8
SKIL_IL2651989	ENSG00000136603	3
EPRS_IL2456746	ENSG00000136628	1
HLX_IL2381368	ENSG00000136630	1
VPS45_IL2357996	ENSG00000136631	1
IL10_IL2452948	ENSG00000136634	1
KCTD3_IL2380055	ENSG00000136636	1
RPS6KC1_IL2379399	ENSG00000136643	1
RASSF5_IL2376849	ENSG00000136653	
IL1RN_IL2501204	ENSG00000136689	2
SMPD4_IL2575897	ENSG00000136699	2
WDR33_IL2575054	ENSG00000136709	2
SAP130_IL2575196	ENSG00000136715	2
BIN1_IL2574646	ENSG00000136717	2
CCDC115_IL2575980	ENSG00000136718	2
UGGT1_IL2504883	ENSG00000136731	2
GYPC_IL2504328	ENSG00000136732	2
STAM_IL3237088	ENSG00000136738	10
ABI1_IL3282016	ENSG00000136754	10
YME1L1_IL3282213	ENSG00000136758	10
DNAJC1_IL3280902	ENSG00000136770	10
NIPSNAP3A_IL3182957	ENSG00000136783	9
LRRC8A_IL3190778	ENSG00000136802	9
CDK9_IL3190035	ENSG00000136807	9
ODF2_IL3190463	ENSG00000136811	9
KIAA0368_IL3220513	ENSG00000136813	9
TOR1B_IL3191147	ENSG00000136816	9
C9orf78_IL3227121	ENSG00000136819	9
SMC2_IL3182781	ENSG00000136824	9
KLF4_IL3219215	ENSG00000136826	9
TOR1A_IL3227098	ENSG00000136827	9
RALGPS1_IL3189617	ENSG00000136828	9
FAM129B_IL3225952	ENSG00000136830	9
ST6GALNAC4_IL3226181	ENSG00000136840	9
TMOD1_IL3181240	ENSG00000136842	9
DAB2IP_IL3187834	ENSG00000136848	9
STXBP1_IL3189932	ENSG00000136854	9
SLC2A8_IL3189800	ENSG00000136856	9
CDK5RAP2_IL3223425	ENSG00000136861	9
ZNF883_IL3221277	ENSG00000136866	9
SLC31A2_IL3185498	ENSG00000136867	9
SLC31A1_IL3185522	ENSG00000136868	9
TLR4_IL3186966	ENSG00000136869	9
ZNF189_IL3182409	ENSG00000136870	9
ALDOB_IL3218077	ENSG00000136872	9
STX17_IL3182019	ENSG00000136874	9
PRPF4_IL3185558	ENSG00000136875	9
FPGS_IL3190061	ENSG00000136877	9
USP20_IL3191176	ENSG00000136878	9
ATP6V1G1_IL3186191	ENSG00000136888	9
TEX10_IL3217807	ENSG00000136891	9
GARNL3_IL3189714	ENSG00000136895	9
MRPL50_IL3218067	ENSG00000136897	9
DPM2_IL3226237	ENSG00000136908	9
TSTD2_IL3216860	ENSG00000136925	9
HEMGN_IL3217077	ENSG00000136929	9
PSMB7_IL3225003	ENSG00000136930	9
NR5A1_IL3225058	ENSG00000136931	9
C9orf156_IL3216931	ENSG00000136932	9
RABEPK_IL3189080	ENSG00000136933	9
GOLGA1_IL3225224	ENSG00000136935	9
XPA_IL3216969	ENSG00000136936	9
NCBP1_IL3181302	ENSG00000136937	9
ANP32B_IL3181417	ENSG00000136938	9
PDCL_IL3224341	ENSG00000136940	9
RPL35_IL3225196	ENSG00000136942	9
ARPC5L_IL3188993	ENSG00000136950	9
ENPP2_IL3150579	ENSG00000136960	8
DSCC1_IL3150715	ENSG00000136982	8
DERL1_IL3151401	ENSG00000136986	8
NOV_IL3113202	ENSG00000136999	8
PLAA_IL3202171	ENSG00000137055	9
IL11RA_IL3167553	ENSG00000137070	9
UBAP2_IL3203753	ENSG00000137073	9
RNF38_IL3205162	ENSG00000137075	9
TLN1_IL3204744	ENSG00000137076	9
SIT1_IL3204680	ENSG00000137078	9
DNAJB5_IL3167660	ENSG00000137094	9
NPR2_IL3168160	ENSG00000137098	9
DCTN3_IL3204202	ENSG00000137100	9
CD72_IL3204648	ENSG00000137101	9
TMEM8B_IL3168210	ENSG00000137103	9
GRHPR_IL3168841	ENSG00000137106	9
DENND4C_IL3164221	ENSG00000137145	9
CNPY3_IL2907459	ENSG00000137161	6
FOXP4_IL2906824	ENSG00000137166	6
PPIL1_IL2952065	ENSG00000137168	6
KIF13A_IL2943874	ENSG00000137177	6
PIM1_IL2905404	ENSG00000137193	6
GMPR_IL2896545	ENSG00000137198	6
SLC22A7_IL2907887	ENSG00000137204	6
YIPF3_IL2954646	ENSG00000137207	6
TMEM14B_IL2894711	ENSG00000137210	6
FRS3_IL2953777	ENSG00000137218	6
TJAP1_IL2908008	ENSG00000137221	6
CAPN11_IL2908371	ENSG00000137225	6
KIAA0319_IL2945598	ENSG00000137261	6
IRF4_IL2891341	ENSG00000137265	6
SLC22A23_IL2939298	ENSG00000137266	6
LRRC1_IL2910680	ENSG00000137269	6
GCM1_IL2957560	ENSG00000137270	6
BPHL_IL2892393	ENSG00000137274	6
RIPK1_IL2892341	ENSG00000137275	6
HMGA1_IL2904000	ENSG00000137309	6
TCF19_IL2902178	ENSG00000137310	6
IER3_IL2948630	ENSG00000137331	6
MDC1_IL2948564	ENSG00000137337	6
PGBD1_IL2900453	ENSG00000137338	6
TPMT_IL2944025	ENSG00000137364	6
RNF144B_IL2897172	ENSG00000137393	6
NRM_IL2948547	ENSG00000137404	6
MTCH1_IL2952102	ENSG00000137409	6
GTF2H4_IL2902013	ENSG00000137411	6
TAF8_IL2907018	ENSG00000137413	6
FAM8A1_IL2896958	ENSG00000137414	6
FGFBP2_IL2761837	ENSG00000137441	4
CPEB2_IL2719361	ENSG00000137449	4
FHDC1_IL2747961	ENSG00000137460	4
TLR2_IL2748346	ENSG00000137462	4
MYO7A_IL3341221	ENSG00000137474	11
FCHSD2_IL3381377	ENSG00000137478	11
ARRB1_IL3382216	ENSG00000137486	11
ANKRD42_IL3342569	ENSG00000137494	11
IL18BP_IL3339261	ENSG00000137496	11
NUMA1_IL3380901	ENSG00000137497	11
CCDC90B_IL3384471	ENSG00000137500	11
SYTL2_IL3385042	ENSG00000137501	11
RAB30_IL3384321	ENSG00000137502	11
CREBZF_IL3385003	ENSG00000137504	11
LRRC32_IL3382698	ENSG00000137507	11
PRCP_IL3384270	ENSG00000137509	11
NARS2_IL3383322	ENSG00000137513	11
RNF121_IL3339230	ENSG00000137522	11
MRPL15_IL3098454	ENSG00000137547	8
GGH_IL3137875	ENSG00000137563	8
SLCO5A1_IL3139580	ENSG00000137571	8
TGS1_IL3098935	ENSG00000137574	8
SDCBP_IL3099750	ENSG00000137575	8
NEK1_IL2793221	ENSG00000137601	4
DDX60_IL2792800	ENSG00000137628	4
SORL1_IL3352948	ENSG00000137642	11
BUD13_IL3392840	ENSG00000137656	11
TRPC6_IL3388438	ENSG00000137672	11
DCUN1D5_IL3388914	ENSG00000137692	11
SLC37A4_IL3394092	ENSG00000137700	11
POU2F3_IL3352438	ENSG00000137709	11
RDX_IL3390542	ENSG00000137710	11
PPP2R1B_IL3391029	ENSG00000137713	11
FDX1_IL3348189	ENSG00000137714	11
C11orf1_IL3348748	ENSG00000137720	11
FXYD6_IL3393479	ENSG00000137726	11
ARHGAP20_IL3390641	ENSG00000137727	11
FXYD2_IL3393446	ENSG00000137731	11
TMPRSS13_IL3393536	ENSG00000137747	11
CARD17_IL3389353	ENSG00000137752	11
CASP5_IL3389330	ENSG00000137757	11
ALKBH8_IL3389878	ENSG00000137760	11
MAP2K5_IL3599162	ENSG00000137764	15
SQRDL_IL3592511	ENSG00000137767	15
CTDSPL2_IL3591909	ENSG00000137770	15
SLTM_IL3626704	ENSG00000137776	15
THBS1_IL3589458	ENSG00000137801	15
NUSAP1_IL3590388	ENSG00000137804	15
NDUFAF1_IL3619991	ENSG00000137806	15
KIF23_IL3599811	ENSG00000137807	15
CASC5_IL3590014	ENSG00000137812	15
HAUS2_IL3591044	ENSG00000137814	15
RTF1_IL3590422	ENSG00000137815	15
PARP6_IL3632037	ENSG00000137817	15
PAQR5_IL3599758	ENSG00000137819	15
TUBGCP4_IL3591400	ENSG00000137822	15
ITPKA_IL3590460	ENSG00000137825	15
UACA_IL3631397	ENSG00000137831	15
SMAD6_IL3598758	ENSG00000137834	15
PLCB2_IL3619326	ENSG00000137841	15
TMEM62_IL3591281	ENSG00000137842	15
PAK6_IL3589756	ENSG00000137843	15
ADAM10_IL3626555	ENSG00000137845	15
DUOX1_IL3592214	ENSG00000137857	15
ZNF280D_IL3625823	ENSG00000137871	15
RSL24D1_IL3625234	ENSG00000137876	15
SPTBN5_IL3620156	ENSG00000137877	15
GCHFR_IL3590108	ENSG00000137880	15
BCAR3_IL2423422	ENSG00000137936	1
TTLL7_IL2420229	ENSG00000137941	1
FNBP1L_IL2347132	ENSG00000137942	1
GTF2B_IL2421753	ENSG00000137947	1
RABGGTB_IL2342624	ENSG00000137955	1
IFI44L_IL2343473	ENSG00000137959	1
ARHGAP29_IL2423829	ENSG00000137962	1
IFI44_IL2343511	ENSG00000137965	1
SLC44A5_IL2418570	ENSG00000137968	1
DBT_IL2425212	ENSG00000137992	1
EPT1_IL2473784	ENSG00000138018	2
KHK_IL2474240	ENSG00000138028	2
HADHB_IL2473735	ENSG00000138029	2
PPM1B_IL2479640	ENSG00000138032	2
PNPT1_IL2553970	ENSG00000138035	2
DYNC2LI1_IL2479510	ENSG00000138036	2
SMEK2_IL2553911	ENSG00000138041	
THUMPD2_IL2549455	ENSG00000138050	2
CYP1B1_IL2548699	ENSG00000138061	2
RAB1A_IL2556667	ENSG00000138069	2
ACTR2_IL2485784	ENSG00000138071	2
PREB_IL2545509	ENSG00000138073	2
SLC5A6_IL2545549	ENSG00000138074	2
PREPL_IL2550959	ENSG00000138078	2
SLC3A1_IL2479698	ENSG00000138079	2
EMILIN1_IL2474223	ENSG00000138080	2
FBXO11_IL2552153	ENSG00000138081	2
CENPO_IL2473284	ENSG00000138092	2
LRPPRC_IL2550790	ENSG00000138095	2
DTNB_IL2544781	ENSG00000138101	2
ACTR1A_IL3304406	ENSG00000138107	10
TMEM180_IL3261723	ENSG00000138111	10
CYP2C8_IL3301141	ENSG00000138115	10
MYOF_IL3300597	ENSG00000138119	10
LOXL4_IL3302693	ENSG00000138131	10
STAMBPL1_IL3257031	ENSG00000138134	10
ATAD1_IL3299255	ENSG00000138138	10
KIF11_IL3258168	ENSG00000138160	10
FAM24B_IL3310675	ENSG00000138161	10
DUSP5_IL3263743	ENSG00000138166	10
CALHM2_IL3304767	ENSG00000138172	10
ARL3_IL3304475	ENSG00000138175	10
CEP55_IL3258444	ENSG00000138180	10
KIF20B_IL3257338	ENSG00000138182	10
ENTPD1_IL3259253	ENSG00000138185	10
EXOC6_IL3258260	ENSG00000138190	10
PLCE1_IL3258477	ENSG00000138193	10
DBR1_IL2697331	ENSG00000138231	3
DNAJC13_IL2642791	ENSG00000138246	3
ANXA7_IL3294438	ENSG00000138279	10
FAM149B1_IL3251648	ENSG00000138286	10
NCOA4_IL3246372	ENSG00000138293	
TIMM23_IL3289031	ENSG00000138297	
ASCC1_IL3293887	ENSG00000138303	10
ZNF365_IL3248661	ENSG00000138311	10
OIT3_IL3251566	ENSG00000138315	10
ADAMTS14_IL3250806	ENSG00000138316	10
RPS24_IL3253438	ENSG00000138326	10
TET1_IL3249886	ENSG00000138336	10
ATIC_IL2526759	ENSG00000138363	2
SMARCAL1_IL2527131	ENSG00000138375	2
BARD1_IL2598099	ENSG00000138376	2
ASNSD1_IL2519860	ENSG00000138381	2
METTL5_IL2586348	ENSG00000138382	2
SSB_IL2514566	ENSG00000138385	2
NAB1_IL2520225	ENSG00000138386	2
CDK15_IL2522916	ENSG00000138395	2
PPIG_IL2514441	ENSG00000138398	2
FASTKD1_IL2586227	ENSG00000138399	2
IDH1_IL2597010	ENSG00000138413	2
OLA1_IL2587618	ENSG00000138430	2
CIR1_IL2587747	ENSG00000138433	2
SSFA2_IL2518428	ENSG00000138434	2
FAM117B_IL2523354	ENSG00000138439	2
WDR12_IL2595443	ENSG00000138442	2
ABI2_IL2523689	ENSG00000138443	2
ITGAV_IL2519229	ENSG00000138448	2
SLC40A1_IL2591837	ENSG00000138449	2
ATG3_IL2688759	ENSG00000138459	3
DIRC2_IL2639129	ENSG00000138463	3
SENP7_IL2686646	ENSG00000138468	3
PARP9_IL2692060	ENSG00000138496	3
USP8_IL3593652	ENSG00000138592	15
SECISBP2L_IL3623320	ENSG00000138593	15
TMOD3_IL3594066	ENSG00000138594	15
SPPL2A_IL3623865	ENSG00000138600	15
GLCE_IL3599709	ENSG00000138604	15
SHF_IL3622282	ENSG00000138606	15
APH1B_IL3597521	ENSG00000138613	15
CILP_IL3629529	ENSG00000138615	15
PARP16_IL3629567	ENSG00000138617	15
PPCDC_IL3602039	ENSG00000138621	15
SEMA7A_IL3632907	ENSG00000138623	15
UBL7_IL3632940	ENSG00000138629	15
ARHGAP24_IL2734421	ENSG00000138639	4
FAM13A_IL2777487	ENSG00000138640	4
HERC3_IL2735459	ENSG00000138641	4
HERC6_IL2735362	ENSG00000138642	4
HERC5_IL2735409	ENSG00000138646	4
AP1AR_IL2739755	ENSG00000138660	4
COPS4_IL2733928	ENSG00000138663	4
HNRNPD_IL2775463	ENSG00000138668	4
PRKG2_IL2775214	ENSG00000138669	4
RASGEF1B_IL2775259	ENSG00000138670	4
SEC31A_IL2775756	ENSG00000138674	4
AGPAT9_IL2734047	ENSG00000138678	4
BBS7_IL2784131	ENSG00000138686	4
KIAA1109_IL2741901	ENSG00000138688	4
RAP1GDS1_IL2736853	ENSG00000138698	4
LARP1B_IL2743085	ENSG00000138709	4
MMRN1_IL2735759	ENSG00000138722	4
PRDM5_IL2783788	ENSG00000138738	4
TRPC3_IL2784177	ENSG00000138741	4
NAAA_IL2773872	ENSG00000138744	4
NUP54_IL2773997	ENSG00000138750	4
CXCL9_IL2773947	ENSG00000138755	4
BMP2K_IL2732942	ENSG00000138756	4
G3BP2_IL2773756	ENSG00000138757	4
SEPT11_IL2732273	ENSG00000138758	4
SCARB2_IL2774049	ENSG00000138760	4
CCNG2_IL2732391	ENSG00000138764	4
CNOT6L_IL2774565	ENSG00000138767	4
USO1_IL2731831	ENSG00000138768	4
